Date of Demolition;Locality;District;Area;Housing Units;People left Homeless;Minors left Homeless;Type Of Sturcture
8/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
8/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
8/2/21;Kh. Humsah;Tubas;west-bank;3;0;0;Non Resedential
8/2/21;Kh. Yarza;Tubas;west-bank;1;0;0;Residental
8/2/21;Kh. Yarza;Tubas;west-bank;1;0;0;Residental
8/2/21;Kh. Yarza;Tubas;west-bank;1;0;0;Non Resedential
4/2/21;Beit 'Awwa;Hebron;west-bank;1;0;0;Residental
3/2/21;Khalet al-Furn;Hebron;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;2;0;0;Non Resedential
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;2;0;0;Non Resedential
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;1;6;4;Residental
3/2/21;Kh. Humsah;Tubas;west-bank;3;0;0;Non Resedential
3/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/2/21;Hebron;Hebron;west-bank;1;0;0;Residental
3/2/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
3/2/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
3/2/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
3/2/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
3/2/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Residental
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;al-Jalameh;Jenin;west-bank;1;0;0;Non Resedential
2/2/21;'Anata;al-Quds;west-bank;2;0;0;Non Resedential
1/2/21;Kh.Jib'it;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
1/2/21;Kh. Jubara;Tulkarm;west-bank;1;0;0;Non Resedential
1/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;2;0;0;Non Resedential
1/2/21;Kh. Humsah;Tubas;west-bank;1;8;6;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;2;0;0;Non Resedential
1/2/21;Kh. Humsah;Tubas;west-bank;1;8;5;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
1/2/21;Kh. Humsah;Tubas;west-bank;1;11;6;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;2;0;0;Non Resedential
1/2/21;Kh. Humsah;Tubas;west-bank;1;5;3;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;2;0;0;Non Resedential
1/2/21;Kh. Humsah;Tubas;west-bank;1;6;4;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
1/2/21;Kh. Humsah;Tubas;west-bank;1;3;0;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;1;6;4;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;1;3;1;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;1;11;4;Residental
1/2/21;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
1/2/21;Qalqiliyah;Qalqiliya;west-bank;1;0;0;Non Resedential
28/1/21;Wadi al-Ahmar;Jericho;west-bank;1;9;3;Residental
28/1/21;Wadi al-Ahmar;Jericho;west-bank;4;0;0;Non Resedential
28/1/21;Wadi al-Ahmar;Jericho;west-bank;1;4;2;Residental
28/1/21;Wadi al-Ahmar;Jericho;west-bank;1;0;0;Non Resedential
28/1/21;Deir al-Ghusun;Tulkarm;west-bank;1;0;0;Non Resedential
27/1/21;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
27/1/21;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
27/1/21;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
27/1/21;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
27/1/21;Kh. Qusah;Hebron;west-bank;1;0;0;Non Resedential
27/1/21;Khan al-Ahmar (Bedouin Community);al-Quds;west-bank;1;0;0;Non Resedential
27/1/21;al-Muntar;al-Quds;west-bank;1;0;0;Non Resedential
27/1/21;Bir al-Maskub B;al-Quds;west-bank;1;0;0;Non Resedential
26/1/21;al-Burj (Tubas);Tubas;west-bank;3;0;0;Non Resedential
26/1/21;al-Burj (Tubas);Tubas;west-bank;2;0;0;Non Resedential
26/1/21;al-Burj (Tubas);Tubas;west-bank;3;0;0;Non Resedential
26/1/21;al-Burj (Tubas);Tubas;west-bank;2;0;0;Non Resedential
26/1/21;al-Burj (Tubas);Tubas;west-bank;1;0;0;Non Resedential
25/1/21;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
25/1/21;al-Walajah;Bethlehem;west-bank;1;0;0;Residental
25/1/21;a-Nabi Elyas;Qalqiliya;west-bank;1;0;0;Residental
21/1/21;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
17/1/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
17/1/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
17/1/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
17/1/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
17/1/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
17/1/21;'Anin;Jenin;west-bank;1;0;0;Non Resedential
12/1/21;Kh. a-Deir;Bethlehem;west-bank;1;0;0;Non Resedential
7/1/21;Beit Iksa;al-Quds;west-bank;1;4;0;Residental
7/1/21;Beit Iksa;al-Quds;west-bank;1;0;0;Non Resedential
7/1/21;Beit Iksa;al-Quds;west-bank;1;5;2;Residental
7/1/21;Beit Iksa;al-Quds;west-bank;1;0;0;Residental
7/1/21;Beit Iksa;al-Quds;west-bank;1;0;0;Non Resedential
7/1/21;Beit Iksa;al-Quds;west-bank;1;7;5;Residental
7/1/21;Beit Iksa;al-Quds;west-bank;1;0;0;Non Resedential
7/1/21;Beit Iksa;al-Quds;west-bank;1;8;6;Residental
6/1/21;Bidya;Salfit;west-bank;2;0;0;Non Resedential
5/1/21;a-Nabi Samwil;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
5/1/21;a-Nabi Samwil;Ramallah and al-Bira;west-bank;4;0;0;Non Resedential
4/1/21;al-Khader;Bethlehem;west-bank;1;0;0;Non Resedential
4/1/21;al-Khader;Bethlehem;west-bank;1;0;0;Non Resedential
4/1/21;al-Khader;Bethlehem;west-bank;1;0;0;Non Resedential
4/1/21;'Anata;al-Quds;west-bank;1;3;1;Residental
4/1/21;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
4/1/21;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
4/1/21;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
4/1/21;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
4/1/21;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
29/12/20;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
29/12/20;Barta'ah a-Sharqiyah;Jenin;west-bank;1;0;0;Non Resedential
29/12/20;al-Buweib;Hebron;west-bank;1;0;0;Non Resedential
29/12/20;Nahhalin;Bethlehem;west-bank;1;0;0;Non Resedential
29/12/20;Nahhalin;Bethlehem;west-bank;2;0;0;Non Resedential
29/12/20;al-Khalediah;Hebron;west-bank;1;19;10;Residental
29/12/20;al-Khalediah;Hebron;west-bank;1;0;0;Non Resedential
29/12/20;Haris;Salfit;west-bank;1;0;0;Non Resedential
29/12/20;Kh. Wadi Ejheish;Hebron;west-bank;1;0;0;Residental
29/12/20;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
29/12/20;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
29/12/20;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
29/12/20;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
29/12/20;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
29/12/20;a-Nuwei'mah al-Foqa;Jericho;west-bank;1;0;0;Non Resedential
28/12/20;a-Lubban a-Sharqiyah;Nablus;west-bank;1;0;0;Non Resedential
21/12/20;Abu Dis;al-Quds;west-bank;1;0;0;Non Resedential
21/12/20;a-Simiya;Hebron;west-bank;1;0;0;Residental
21/12/20;a-Simiya;Hebron;west-bank;2;0;0;Non Resedential
21/12/20;a-Simiya;Hebron;west-bank;1;0;0;Residental
16/12/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
15/12/20;Suba;Hebron;west-bank;1;0;0;Non Resedential
14/12/20;a-Zar'i (Za’atrah);al-Quds;west-bank;2;0;0;Non Resedential
14/12/20;a-Zar'i (Za’atrah);al-Quds;west-bank;1;2;0;Residental
14/12/20;a-Zar'i (Za’atrah);al-Quds;west-bank;1;2;0;Residental
14/12/20;Abu a-Nuwar;al-Quds;west-bank;1;2;0;Residental
10/12/20;Huwarah;Nablus;west-bank;1;0;0;Non Resedential
9/12/20;Shebtin;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
9/12/20;Hebron;Hebron;west-bank;1;0;0;Non Resedential
8/12/20;a-Simiya;Hebron;west-bank;1;0;0;Non Resedential
8/12/20;Ras 'Ein al-'Auja;Jericho;west-bank;1;0;0;Non Resedential
8/12/20;Ras 'Ein al-'Auja;Jericho;west-bank;1;0;0;Non Resedential
8/12/20;Ras 'Ein al-'Auja;Jericho;west-bank;1;0;0;Non Resedential
8/12/20;Ras 'Ein al-'Auja;Jericho;west-bank;1;0;0;Non Resedential
8/12/20;Ras 'Ein al-'Auja;Jericho;west-bank;1;0;0;Residental
8/12/20;Ras 'Ein al-'Auja;Jericho;west-bank;1;0;0;Residental
8/12/20;Ras 'Ein al-'Auja;Jericho;west-bank;1;0;0;Residental
8/12/20;Ras a-Tin;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
7/12/20;al-Maniyah;Bethlehem;west-bank;1;11;8;Residental
7/12/20;al-Maniyah;Bethlehem;west-bank;1;8;5;Residental
7/12/20;al-Maniyah;Bethlehem;west-bank;1;0;0;Non Resedential
3/12/20;Deir Dobwan;Ramallah and al-Bira;west-bank;5;0;0;Non Resedential
2/12/20;Jit;Qalqiliya;west-bank;1;0;0;Non Resedential
1/12/20;Sabastiya;Nablus;west-bank;1;0;0;Non Resedential
1/12/20;Zif;Hebron;west-bank;1;0;0;Non Resedential
1/12/20;Zif;Hebron;west-bank;1;0;0;Non Resedential
1/12/20;Zif;Hebron;west-bank;1;0;0;Non Resedential
1/12/20;Sabastiya;Nablus;west-bank;3;0;0;Non Resedential
1/12/20;Sabastiya;Nablus;west-bank;1;0;0;Non Resedential
1/12/20;Sabastiya;Nablus;west-bank;2;0;0;Non Resedential
1/12/20;Burqah;Nablus;west-bank;1;0;0;Non Resedential
30/11/20;Qalqiliyah;Qalqiliya;west-bank;1;0;0;Non Resedential
30/11/20;al-Khader;Bethlehem;west-bank;1;0;0;Residental
30/11/20;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
30/11/20;Halhul;Hebron;west-bank;1;0;0;Non Resedential
25/11/20;Fasayil;Jericho;west-bank;2;9;4;Residental
25/11/20;Fasayil;Jericho;west-bank;2;0;0;Non Resedential
25/11/20;Fasayil;Jericho;west-bank;2;0;0;Residental
25/11/20;al-Jiftlik;Jericho;west-bank;1;0;0;Residental
25/11/20;a-Lubban al-Gharbiyah;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
25/11/20;Kh. Sarurah;Hebron;west-bank;1;0;0;Non Resedential
25/11/20;a-Rakeez;Hebron;west-bank;1;0;0;Non Resedential
25/11/20;a-Rakeez;Hebron;west-bank;1;6;4;Residental
25/11/20;Kh. Jenbah;Hebron;west-bank;1;0;0;Non Resedential
25/11/20;Fasayil;Jericho;west-bank;5;0;0;Non Resedential
25/11/20;Fasayil;Jericho;west-bank;5;0;0;Non Resedential
25/11/20;Kh. Khilet a-Dabe';Hebron;west-bank;1;6;4;Residental
25/11/20;Kh. Khilet a-Dabe';Hebron;west-bank;1;5;3;Residental
17/11/20;Kh. Um al-Jamal;Tubas;west-bank;1;0;0;Non Resedential
17/11/20;al-Farisiyah;Tubas;west-bank;1;0;0;Residental
17/11/20;al-Farisiyah;Tubas;west-bank;1;0;0;Non Resedential
17/11/20;Kh. 'Atuf;Tubas;west-bank;1;0;0;Non Resedential
17/11/20;Furush Beit Dajan;Nablus;west-bank;1;0;0;Non Resedential
16/11/20;Deir Sharaf;Nablus;west-bank;1;0;0;Non Resedential
16/11/20;Kh. a-Nahlah;Bethlehem;west-bank;1;5;3;Residental
16/11/20;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
16/11/20;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
12/11/20;al-Walajah;Bethlehem;west-bank;1;0;0;Residental
10/11/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
10/11/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
10/11/20;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
9/11/20;Deir Dobwan;Ramallah and al-Bira;west-bank;3;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;9;6;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;5;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;1;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;0;0;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;1;6;4;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;5;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;3;1;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;5;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;3;0;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;6;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;4;2;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;2;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;8;5;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;6;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;8;6;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;8;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;11;6;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;10;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;6;4;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;4;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;1;5;3;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;4;0;0;Non Resedential
3/11/20;Kh. Humsah;Tubas;west-bank;2;11;4;Residental
3/11/20;Kh. Humsah;Tubas;west-bank;9;0;0;Non Resedential
2/11/20;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
2/11/20;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
2/11/20;Kh. Susiya;Hebron;west-bank;1;0;0;Residental
28/10/20;Maghayir al-'Abid;Hebron;west-bank;1;0;0;Non Resedential
28/10/20;Kh. Jubara;Tulkarm;west-bank;1;0;0;Non Resedential
28/10/20;Kh. Jubara;Tulkarm;west-bank;2;0;0;Non Resedential
28/10/20;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
28/10/20;Wadi Abu al-Hindy;al-Quds;west-bank;1;2;0;Residental
28/10/20;al-Muntar;al-Quds;west-bank;1;6;3;Residental
28/10/20;al-Muntar;al-Quds;west-bank;1;2;0;Residental
27/10/20;Kh. a-Samiah;Hebron;west-bank;2;0;0;Non Resedential
27/10/20;Birin;Hebron;west-bank;1;5;3;Residental
27/10/20;Birin;Hebron;west-bank;1;0;0;Non Resedential
26/10/20;a-Taybah;Jenin;west-bank;1;0;0;Residental
21/10/20;al-Jiftlik;Jericho;west-bank;1;0;0;Residental
21/10/20;al-Jiftlik;Jericho;west-bank;1;0;0;Non Resedential
21/10/20;al-Khader;Bethlehem;west-bank;1;12;8;Residental
21/10/20;Nahhalin;Bethlehem;west-bank;1;0;0;Non Resedential
21/10/20;Nahhalin;Bethlehem;west-bank;1;5;3;Residental
21/10/20;Nahhalin;Bethlehem;west-bank;2;0;0;Non Resedential
20/10/20;Beit Surik;al-Quds;west-bank;2;5;2;Residental
20/10/20;Beit Surik;al-Quds;west-bank;1;0;0;Non Resedential
19/10/20;al-Farisiyah;Tubas;west-bank;1;3;1;Residental
19/10/20;al-Farisiyah;Tubas;west-bank;1;0;0;Non Resedential
19/10/20;Qalqiliyah;Qalqiliya;west-bank;1;0;0;Non Resedential
18/10/20;a-Rakeez;Hebron;west-bank;1;0;0;Residental
18/10/20;Kh. al-Fakhit;Hebron;west-bank;1;3;1;Residental
18/10/20;Kh. al-Fakhit;Hebron;west-bank;2;0;0;Non Resedential
1/10/20;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
1/10/20;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
30/9/20;a-Rakeez;Hebron;west-bank;1;3;1;Residental
30/9/20;Fasayil;Jericho;west-bank;1;0;0;Residental
30/9/20;Fasayil;Jericho;west-bank;4;0;0;Non Resedential
30/9/20;Fasayil;Jericho;west-bank;1;0;0;Residental
30/9/20;Fasayil;Jericho;west-bank;1;0;0;Non Resedential
30/9/20;al-Jiftlik;Jericho;west-bank;1;2;0;Residental
30/9/20;She'b al-Batem;Hebron;west-bank;1;10;8;Residental
30/9/20;She'b al-Batem;Hebron;west-bank;1;3;1;Residental
30/9/20;a-Rakeez;Hebron;west-bank;1;1;0;Residental
30/9/20;a-Rakeez;Hebron;west-bank;1;5;3;Residental
30/9/20;a-Rakeez;Hebron;west-bank;1;6;3;Residental
29/9/20;Kh.Jib'it;Ramallah and al-Bira;west-bank;4;0;0;Non Resedential
29/9/20;Qalandia;al-Quds;west-bank;2;0;0;Non Resedential
29/9/20;Kh. Yarza;Tubas;west-bank;1;2;0;Residental
29/9/20;Kh. Yarza;Tubas;west-bank;1;8;6;Residental
29/9/20;Huwarah;Nablus;west-bank;1;0;0;Non Resedential
24/9/20;Kisan;Bethlehem;west-bank;1;5;1;Residental
24/9/20;Kisan;Bethlehem;west-bank;1;11;0;Residental
24/9/20;Kisan;Bethlehem;west-bank;1;5;3;Residental
24/9/20;Kisan;Bethlehem;west-bank;1;9;7;Residental
23/9/20;Deir Samit;Hebron;west-bank;1;0;0;Non Resedential
23/9/20;Deir Samit;Hebron;west-bank;1;0;0;Non Resedential
23/9/20;Ni'lin;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
23/9/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
23/9/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
23/9/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
23/9/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
23/9/20;Kh. Jubara;Tulkarm;west-bank;1;0;0;Non Resedential
17/9/20;Halhul;Hebron;west-bank;1;0;0;Non Resedential
17/9/20;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
17/9/20;Bidya;Salfit;west-bank;1;0;0;Non Resedential
17/9/20;Beit Sira;Ramallah and al-Bira;west-bank;2;6;4;Residental
17/9/20;Beit Sira;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
17/9/20;Bethlehem;Bethlehem;west-bank;1;4;2;Residental
10/9/20;Farasin;Jenin;west-bank;1;0;0;Non Resedential
3/9/20;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;6;1;Residental
2/9/20;Hebron;Hebron;west-bank;1;0;0;Non Resedential
2/9/20;Kh. Jenbah;Hebron;west-bank;1;4;2;Residental
2/9/20;Kh. Jenbah;Hebron;west-bank;1;8;0;Residental
2/9/20;Kh. Jenbah;Hebron;west-bank;1;0;0;Non Resedential
27/8/20;'Araba;Jenin;west-bank;2;0;0;Non Resedential
25/8/20;Ras 'Ein al-'Aujah;Jericho;west-bank;1;0;0;Residental
25/8/20;Fasayil;Jericho;west-bank;1;2;0;Residental
25/8/20;Fasayil;Jericho;west-bank;1;5;2;Residental
25/8/20;Fasayil;Jericho;west-bank;3;0;0;Non Resedential
25/8/20;Wadi a-Siq;Ramallah and al-Bira;west-bank;4;0;0;Non Resedential
25/8/20;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;8;0;Residental
25/8/20;Wadi a-Siq;Ramallah and al-Bira;west-bank;1;0;0;Non Resedential
24/8/20;Kisan;Bethlehem;west-bank;1;0;0;Non Resedential
20/8/20;Kh. 'Atuf;Tubas;west-bank;1;0;0;Non Resedential
19/8/20;Hizma;al-Quds;west-bank;2;0;0;Non Resedential
11/8/20;Kh. Susiya;Hebron;west-bank;1;0;0;Non Resedential
11/8/20;Maghayir al-'Abid;Hebron;west-bank;1;0;0;Non Resedential
10/8/20;Farasin;Jenin;west-bank;1;0;0;Non Resedential
10/8/20;Farasin;Jenin;west-bank;1;0;0;Non Resedential
10/8/20;Kh. Zakaria;Bethlehem;west-bank;1;0;0;Residental
10/8/20;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
10/8/20;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
8/8/20;Kh. 'Allan;Jericho;west-bank;1;0;0;Non Resedential
8/8/20;Kh. 'Allan;Jericho;west-bank;2;0;0;Non Resedential
6/8/20;Kh. Zakaria;Bethlehem;west-bank;1;8;1;Residental
6/8/20;Kh. Wadi Ejheish;Hebron;west-bank;1;10;8;Residental
5/8/20;a-Za'ayem;al-Quds;west-bank;3;0;0;Non Resedential
5/8/20;Qalqiliyah;Qalqiliya;west-bank;1;0;0;Non Resedential
4/8/20;Husan;Bethlehem;west-bank;1;0;0;Non Resedential
4/8/20;Kisan;Bethlehem;west-bank;1;0;0;Non Resedential
4/8/20;Kisan;Bethlehem;west-bank;1;0;0;Non Resedential
4/8/20;Rantis;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
4/8/20;Rantis;Ramallah and al-Bira;west-bank;2;0;0;Non Resedential
4/8/20;al-Muntar;al-Quds;west-bank;1;0;0;Non Resedential
4/8/20;al-Muntar;al-Quds;west-bank;1;0;0;Non Resedential
4/8/20;al-Muntar;al-Quds;west-bank;1;4;2;Residental
4/8/20;al-Muntar;al-Quds;west-bank;1;9;7;Residental
4/8/20;al-Muntar;al-Quds;west-bank;1;0;0;Non Resedential
4/8/20;al-Muntar;al-Quds;west-bank;1;5;3;Residental
4/8/20;al-Muntar;al-Quds;west-bank;1;4;2;Residental
4/8/20;al-Muntar;al-Quds;west-bank;1;6;3;Residental
4/8/20;al-Muntar;al-Quds;west-bank;1;3;1;Residental
28/7/20;al-Khader;Bethlehem;west-bank;1;7;5;Residental
28/7/20;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
28/7/20;Abu al-Hilu;East Jerusalem;west-bank;1;0;0;Residental
23/7/20;'Anata;al-Quds;west-bank;1;0;0;Non Resedential
21/7/20;Hebron;Hebron;west-bank;1;0;0;Non Resedential
21/7/20;Birin;Hebron;west-bank;1;10;6;Residental
21/7/20;Qarawat Bani Hassan;Salfit;west-bank;1;0;0;Residental
20/7/20;al-Khader;Bethlehem;west-bank;1;0;0;Non Resedential
16/7/20;Kh. Lasefar;Hebron;west-bank;1;9;5;Residental
15/7/20;Beit Mirsim;Hebron;west-bank;1;0;0;Non Resedential
15/7/20;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
15/7/20;al-Khalayleh;al-Quds;west-bank;1;0;0;Non Resedential
14/7/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
14/7/20;Qalandia;al-Quds;west-bank;1;0;0;Non Resedential
13/7/20;Nazlat 'Isa;Tulkarm;west-bank;1;0;0;Non Resedential
13/7/20;Nazlat 'Isa;Tulkarm;west-bank;1;0;0;Non Resedential
13/7/20;Shufah;Tulkarm;west-bank;1;0;0;Non Resedential
13/7/20;Shufah;Tulkarm;west-bank;2;0;0;Non Resedential
13/7/20;Shufah;Tulkarm;west-bank;1;0;0;Non Resedential
8/7/20;a-Za'ayem;al-Quds;west-bank;1;0;0;Non Resedential
8/7/20;Abu al-Hilu;East Jerusalem;west-bank;1;0;0;Residental
8/7/20;Abu a-Nuwar;al-Quds;west-bank;1;0;0;Residental
2/7/20;Wadi al-Ahmar;Jericho;west-bank;2;0;0;Non Resedential
2/7/20;Wadi al-Ahmar;Jericho;west-bank;4;0;0;Non Resedential
2/7/20;Wadi al-Ahmar;Jericho;west-bank;5;0;0;Non Resedential
2/7/20;Wadi al-Ahmar;Jericho;west-bank;2;0;0;Non Resedential
2/7/20;Wadi al-Ahmar;Jericho;west-bank;6;0;0;Non Resedential
2/7/20;Tarqumya;Hebron;west-bank;2;0;0;Non Resedential
25/6/20;'Anata;al-Quds;west-bank;2;0;0;Residental
25/6/20;'Anata;al-Quds;west-bank;2;0;0;Residental
24/6/20;Beit Sira;Ramallah and al-Bira;west-bank;1;0;0;Residental
24/6/20;a-Tirah;Ramallah and al-Bira;west-bank;1;0;0;Residental
24/6/20;Bitunya;Ramallah and al-Bira;west-bank;1;0;0;Residental
23/6/20;Zif;Hebron;west-bank;1;0;0;Non Resedential
18/6/20;al-Khader;Bethlehem;west-bank;1;10;6;Residental
18/6/20;a-Tuwani;Hebron;west-bank;1;0;0;Non Resedential
17/6/20;Abu Dis;al-Quds;west-bank;1;0;0;Non Resedential
17/6/20;Abu Dis;al-Quds;west-bank;1;0;0;Residental
17/6/20;Abu Dis;al-Quds;west-bank;2;0;0;Residental
15/6/20;Hamam al-Maleh;Tubas;west-bank;1;0;0;Non Resedential
11/6/20;Tarqumya;Hebron;west-bank;1;0;0;Non Resedential
9/6/20;al-Muntar;al-Quds;west-bank;1;6;4;Residental
9/6/20;al-Muntar;al-Quds;west-bank;1;0;0;Non Resedential
9/6/20;al-Muntar;al-Quds;west-bank;1;5;3;Residental
